provider,run_name,requested_model,prompt_variant,evaluation_scope,target_family,optimized_threshold,optimization_status,optimization_objective,optimization_method,optimized_valid_prediction_n,optimized_reference_positive_n,optimized_reference_negative_n,optimized_predicted_positive_n,optimized_accuracy,optimized_recall,optimized_precision,optimized_f1,optimized_specificity,optimized_auroc,optimized_auroc_flag,optimized_tn,optimized_fp,optimized_fn,optimized_tp,optimized_distance_from_0_5
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,labeler_anmol__drop_kyle_only,individual_coder,0.05,optimized,f1,in_sample_exploratory,53,39,14,53,0.7358490566037735,1.0,0.7358490566037735,0.8478260869565217,0.0,0.532051282051282,,0,14,0,39,0.45
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,0.1,optimized,f1,in_sample_exploratory,114,85,29,110,0.7631578947368421,0.9882352941176471,0.7636363636363637,0.8615384615384616,0.10344827586206896,0.5829614604462475,,3,26,1,84,0.4
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,labeler_kyle__drop_kyle_only,individual_coder,0.1,optimized,f1,in_sample_exploratory,43,41,2,42,0.9767441860465116,1.0,0.9761904761904762,0.9879518072289156,0.5,0.6463414634146342,,1,1,0,41,0.4
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,0.15,optimized,f1,in_sample_exploratory,75,45,30,56,0.6666666666666666,0.8444444444444444,0.6785714285714286,0.7524752475247525,0.4,0.6844444444444444,,12,18,7,38,0.35
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_no_examples_no_checklist,new_gold_test_only,new_gold,0.15,optimized,f1,in_sample_exploratory,75,45,30,56,0.6666666666666666,0.8444444444444444,0.6785714285714286,0.7524752475247525,0.4,0.6844444444444444,,12,18,7,38,0.35
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_no_examples_no_checklist,old_gold_test_only,old_gold,0.05,optimized,f1,in_sample_exploratory,75,53,22,75,0.7066666666666667,1.0,0.7066666666666667,0.828125,0.0,0.6247855917667238,,0,22,0,53,0.45
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_no_examples_no_checklist,labeler_anmol,individual_coder,0.1,optimized,f1,in_sample_exploratory,52,38,14,52,0.7307692307692307,1.0,0.7307692307692307,0.8444444444444444,0.0,0.5676691729323309,,0,14,0,38,0.4
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_no_examples_no_checklist,pooled_coder_labels,pooled_coder_decisions,0.05,optimized,f1,in_sample_exploratory,120,88,32,120,0.7333333333333333,1.0,0.7333333333333333,0.8461538461538461,0.0,0.6860795454545455,,0,32,0,88,0.45
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_no_examples_no_checklist,labeler_kyle,individual_coder,0.05,optimized,f1,in_sample_exploratory,50,45,5,50,0.9,1.0,0.9,0.9473684210526315,0.0,0.7466666666666667,,0,5,0,45,0.45
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,0.15,optimized,f1,in_sample_exploratory,67,40,27,54,0.6716417910447762,0.9,0.6666666666666666,0.7659574468085106,0.3333333333333333,0.700925925925926,,9,18,4,36,0.35
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_no_examples_no_checklist,new_gold_test_only__drop_kyle_only,new_gold,0.15,optimized,f1,in_sample_exploratory,67,40,27,54,0.6716417910447762,0.9,0.6666666666666666,0.7659574468085106,0.3333333333333333,0.700925925925926,,9,18,4,36,0.35
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_no_examples_no_checklist,old_gold_test_only__drop_kyle_only,old_gold,0.05,optimized,f1,in_sample_exploratory,67,48,19,67,0.7164179104477612,1.0,0.7164179104477612,0.8347826086956521,0.0,0.6156798245614036,,0,19,0,48,0.45
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_no_examples_no_checklist,labeler_anmol__drop_kyle_only,individual_coder,0.1,optimized,f1,in_sample_exploratory,52,38,14,52,0.7307692307692307,1.0,0.7307692307692307,0.8444444444444444,0.0,0.5676691729323309,,0,14,0,38,0.4
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_no_examples_no_checklist,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,0.1,optimized,f1,in_sample_exploratory,112,83,29,108,0.7589285714285714,0.9879518072289156,0.7592592592592593,0.8586387434554974,0.10344827586206896,0.6815538014125466,,3,26,1,82,0.4
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_no_examples_no_checklist,labeler_kyle__drop_kyle_only,individual_coder,0.1,optimized,f1,in_sample_exploratory,42,40,2,42,0.9523809523809523,1.0,0.9523809523809523,0.975609756097561,0.0,0.5375,,0,2,0,40,0.4
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_with_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,0.2,optimized,f1,in_sample_exploratory,76,46,30,49,0.6973684210526315,0.782608695652174,0.7346938775510204,0.7578947368421053,0.5666666666666667,0.6652173913043479,,17,13,10,36,0.3
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_with_examples_no_checklist,new_gold_test_only,new_gold,0.2,optimized,f1,in_sample_exploratory,76,46,30,49,0.6973684210526315,0.782608695652174,0.7346938775510204,0.7578947368421053,0.5666666666666667,0.6652173913043479,,17,13,10,36,0.3
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_with_examples_no_checklist,old_gold_test_only,old_gold,0.05,optimized,f1,in_sample_exploratory,76,54,22,75,0.6973684210526315,0.9814814814814815,0.7066666666666667,0.8217054263565892,0.0,0.5984848484848485,,0,22,1,53,0.45
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_with_examples_no_checklist,labeler_anmol,individual_coder,0.05,optimized,f1,in_sample_exploratory,53,39,14,53,0.7358490566037735,1.0,0.7358490566037735,0.8478260869565217,0.0,0.5503663003663004,,0,14,0,39,0.45
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_with_examples_no_checklist,pooled_coder_labels,pooled_coder_decisions,0.05,optimized,f1,in_sample_exploratory,122,90,32,121,0.7295081967213115,0.9888888888888889,0.7355371900826446,0.8436018957345972,0.0,0.6746527777777778,,0,32,1,89,0.45
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_with_examples_no_checklist,labeler_kyle,individual_coder,0.05,optimized,f1,in_sample_exploratory,51,46,5,50,0.8823529411764706,0.9782608695652174,0.9,0.9375,0.0,0.7108695652173912,,0,5,1,45,0.45
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_with_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,0.2,optimized,f1,in_sample_exploratory,68,41,27,47,0.7058823529411765,0.8292682926829268,0.723404255319149,0.7727272727272727,0.5185185185185185,0.6824751580849142,,14,13,7,34,0.3
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_with_examples_no_checklist,new_gold_test_only__drop_kyle_only,new_gold,0.2,optimized,f1,in_sample_exploratory,68,41,27,47,0.7058823529411765,0.8292682926829268,0.723404255319149,0.7727272727272727,0.5185185185185185,0.6824751580849142,,14,13,7,34,0.3
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_with_examples_no_checklist,old_gold_test_only__drop_kyle_only,old_gold,0.05,optimized,f1,in_sample_exploratory,68,49,19,68,0.7205882352941176,1.0,0.7205882352941176,0.8376068376068376,0.0,0.5923737916219118,,0,19,0,49,0.45
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_with_examples_no_checklist,labeler_anmol__drop_kyle_only,individual_coder,0.05,optimized,f1,in_sample_exploratory,53,39,14,53,0.7358490566037735,1.0,0.7358490566037735,0.8478260869565217,0.0,0.5503663003663004,,0,14,0,39,0.45
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_with_examples_no_checklist,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,0.1,optimized,f1,in_sample_exploratory,114,85,29,108,0.7631578947368421,0.9764705882352941,0.7685185185185185,0.8601036269430051,0.13793103448275862,0.6728194726166328,,4,25,2,83,0.4
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_with_examples_no_checklist,labeler_kyle__drop_kyle_only,individual_coder,0.05,optimized,f1,in_sample_exploratory,43,41,2,43,0.9534883720930233,1.0,0.9534883720930233,0.9761904761904762,0.0,0.5426829268292683,,0,2,0,41,0.45
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_no_examples_with_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,0.15,optimized,f1,in_sample_exploratory,75,45,30,61,0.6533333333333333,0.8888888888888888,0.6557377049180327,0.7547169811320755,0.3,0.7214814814814816,,9,21,5,40,0.35
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_no_examples_with_checklist,new_gold_test_only,new_gold,0.15,optimized,f1,in_sample_exploratory,75,45,30,61,0.6533333333333333,0.8888888888888888,0.6557377049180327,0.7547169811320755,0.3,0.7214814814814816,,9,21,5,40,0.35
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_no_examples_with_checklist,old_gold_test_only,old_gold,0.05,optimized,f1,in_sample_exploratory,75,53,22,75,0.7066666666666667,1.0,0.7066666666666667,0.828125,0.0,0.6509433962264151,,0,22,0,53,0.45
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_no_examples_with_checklist,labeler_anmol,individual_coder,0.15,optimized,f1,in_sample_exploratory,52,38,14,50,0.7692307692307693,1.0,0.76,0.8636363636363636,0.14285714285714285,0.6954887218045113,,2,12,0,38,0.35
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_no_examples_with_checklist,pooled_coder_labels,pooled_coder_decisions,0.15,optimized,f1,in_sample_exploratory,120,88,32,105,0.7583333333333333,0.9318181818181818,0.780952380952381,0.8497409326424871,0.28125,0.7324218749999999,,9,23,6,82,0.35
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_no_examples_with_checklist,labeler_kyle,individual_coder,0.05,optimized,f1,in_sample_exploratory,50,45,5,50,0.9,1.0,0.9,0.9473684210526315,0.0,0.6977777777777778,,0,5,0,45,0.45
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_no_examples_with_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,0.15,optimized,f1,in_sample_exploratory,67,40,27,58,0.7014925373134329,0.975,0.6724137931034483,0.7959183673469388,0.2962962962962963,0.7726851851851851,,8,19,1,39,0.35
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_no_examples_with_checklist,new_gold_test_only__drop_kyle_only,new_gold,0.15,optimized,f1,in_sample_exploratory,67,40,27,58,0.7014925373134329,0.975,0.6724137931034483,0.7959183673469388,0.2962962962962963,0.7726851851851851,,8,19,1,39,0.35
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_no_examples_with_checklist,old_gold_test_only__drop_kyle_only,old_gold,0.05,optimized,f1,in_sample_exploratory,67,48,19,67,0.7164179104477612,1.0,0.7164179104477612,0.8347826086956521,0.0,0.6820175438596491,,0,19,0,48,0.45
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_no_examples_with_checklist,labeler_anmol__drop_kyle_only,individual_coder,0.15,optimized,f1,in_sample_exploratory,52,38,14,50,0.7692307692307693,1.0,0.76,0.8636363636363636,0.14285714285714285,0.6954887218045113,,2,12,0,38,0.35
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_no_examples_with_checklist,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,0.15,optimized,f1,in_sample_exploratory,112,83,29,102,0.7946428571428571,0.9759036144578314,0.7941176470588235,0.8756756756756757,0.27586206896551724,0.7538429580390529,,8,21,2,81,0.35
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_no_examples_with_checklist,labeler_kyle__drop_kyle_only,individual_coder,0.1,optimized,f1,in_sample_exploratory,42,40,2,42,0.9523809523809523,1.0,0.9523809523809523,0.975609756097561,0.0,0.6625000000000001,,0,2,0,40,0.4
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,codebook_with_examples_with_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,0.15,optimized,f1,in_sample_exploratory,74,44,30,54,0.6756756756756757,0.8409090909090909,0.6851851851851852,0.7551020408163265,0.43333333333333335,0.6749999999999998,,13,17,7,37,0.35
